"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price";"id"
"Xiaomi";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;16;"SDD";256;0;"Nvidia";"N/A";1.95;74589;597
"Asus";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.1;2;"Flash Storage";32;0;"Intel";"windows";1.1;13054;598
"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.7;8;"SDD";512;0;"Intel";"windows";1.37;107892;599
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.7;78535;600
"HP";"Notebook";15.6;1366;768;1;"Intel";"Core i5";1.6;4;"HDD";1024;0;"Intel";"windows";2.04;27784;601
"Dell";"2 in 1 Convertible";12.5;1920;1080;1;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.34;88978;602
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;24;"SDD";512;0;"Nvidia";"windows";2.24;158135;603
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.8;8;"SDD";256;0;"Nvidia";"linux";1.64;58022;604
"Dell";"Workstation";15.6;1920;1080;1;"Intel";"Core i7";2.8;8;"SDD";256;0;"Nvidia";"windows";2.06;93933;605
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Nvidia";"windows";2.04;47366;606
"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.7;8;"SDD";256;0;"Intel";"windows";1.37;93635;607
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";256;1024;"Nvidia";"windows";3.0;80133;608
"Dell";"Notebook";15.6;3840;2160;1;"Intel";"Core i7";2.8;16;"SDD";1024;0;"Nvidia";"windows";2.06;127819;609
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"linux";1.98;38681;610
"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.5;15877;611
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";128;1024;"Nvidia";"windows";2.5;59088;612
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"Intel";"windows";1.84;64948;613
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";256;1024;"Nvidia";"windows";3.2;74539;614
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.6;16;"SDD";512;0;"Intel";"windows";1.93;76012;615
"HP";"Notebook";17.0;1600;900;0;"AMD";"A9-Series 9420";3.0;8;"HDD";1024;0;"AMD";"windows";2.6;27754;616
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";"windows";2.1;35617;617
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;16;"SDD";512;0;"Intel";"windows";1.14;130536;618
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Nvidia";"windows";1.87;45665;619
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"N/A";2.5;62284;620
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.6;8;"SDD";256;0;"Intel";"windows";1.9;62817;621
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";2.4;23976;622
"Lenovo";"Notebook";15.6;1366;768;0;"AMD";"A6-Series 7310";2.0;4;"HDD";500;0;"AMD";"windows";2.19;15877;623
"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"windows";1.43;14599;624
"Mediacom";"Notebook";14.0;1920;1200;0;"Intel";"Atom Z8350";1.9;4;"HDD";32;0;"Intel";"windows";1.4;14119;625
"Acer";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.8;48964;626
"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";2.1;41558;627
"Razer";"Gaming";14.0;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";256;0;"Nvidia";"windows";1.95;138475;628
"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"Nvidia";"windows";2.63;63936;629
"HP";"Notebook";15.6;1366;768;0;"AMD";"A12-Series 9700P";2.5;8;"HDD";2048;0;"AMD";"windows";2.04;33513;630
"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.3;8;"SDD";256;0;"Intel";"windows";1.2;64629;631
"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";2.5;64;"SDD";512;0;"Intel";"windows";1.17;89864;632
"Dell";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"SDD";512;0;"Nvidia";"windows";2.62;89457;633
"HP";"2 in 1 Convertible";13.3;1366;768;1;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.58;44574;634
"Lenovo";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"Intel";"windows";1.36;84396;635
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Nvidia";"windows";2.4;32448;636
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.32;79867;637
"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;12;"HDD";1024;0;"AMD";"windows";3.74;93187;638
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;32;"SDD";512;0;"Nvidia";"windows";3.8;149131;639
"Dell";"Gaming";17.3;3840;2160;0;"Intel";"Core i7";2.8;32;"SDD";1024;1024;"Nvidia";"windows";4.36;194973;640
"Acer";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"linux";2.4;37776;641
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";128;1024;"Nvidia";"windows";2.7;71847;642
"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";1.6;8;"SDD";256;0;"Intel";"windows";1.2;77251;643
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";512;1024;"Nvidia";"windows";2.9;128671;644
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";"N/A";1.9;26102;645
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";128;1024;"Nvidia";"windows";2.2;63499;646
"Samsung";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";0.81;79867;647
"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";"windows";1.71;34579;648
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"N/A";1.86;19442;649
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"windows";1.98;51202;650
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";"linux";2.32;31410;651
"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";500;0;"Intel";"windows";2.0;56690;652
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"AMD";"windows";2.18;42081;653
"HP";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series 9420";3.0;4;"HDD";1024;0;"AMD";"windows";2.1;26054;654
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SDD";256;0;"AMD";"windows";6.2;48964;655
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"Intel";"windows";1.32;99048;656
"Acer";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.6;16;"SDD";128;1024;"Nvidia";"windows";4.2;103097;657
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;16;"SDD";256;2048;"AMD";"windows";2.2;60473;658
"Razer";"Ultrabook";12.5;3840;2160;1;"Intel";"Core i7";2.5;16;"SDD";512;0;"Intel";"windows";1.29;95851;659
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.6;8;"SDD";128;1024;"Nvidia";"windows";3.31;63723;660
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;12;"HDD";1024;0;"Intel";"windows";2.25;34579;661
"HP";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";"other";1.23;20513;662
"Dell";"Gaming";17.3;3840;2160;0;"Intel";"Core i7";2.8;32;"SDD";512;1024;"Nvidia";"windows";4.42;167692;663
"HP";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series A9-9420";3.0;6;"SDD";128;1024;"AMD";"windows";2.1;34632;664
"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";128;1024;"Nvidia";"windows";4.36;133467;665
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.4;8;"SDD";256;0;"Intel";"windows";1.56;65481;666
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";2.4;29784;667
"Dell";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";1.76;40226;668
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";500;0;"Intel";"windows";2.2;22324;669
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";2.1;26102;670
"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.44;51149;671
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";2.2;28505;672
"Toshiba";"Ultrabook";14.0;1366;768;0;"Intel";"Core i5";2.5;4;"SDD";128;0;"Intel";"windows";1.25;58075;673
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;4;"HDD";1024;0;"Intel";"windows";1.85;41505;674
"Acer";"Notebook";14.0;1920;1080;0;"Intel";"Celeron Quad";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.6;17529;675
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;6;"HDD";1024;0;"AMD";"windows";2.04;28718;676
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";512;0;"Intel";"windows";1.13;133147;677
"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";256;0;"Nvidia";"windows";2.6;128884;678
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";128;1024;"Nvidia";"windows";2.7;79215;679
"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";1.6;8;"HDD";1024;0;"Intel";"windows";1.55;35112;680
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;16;"SDD";128;1024;"Nvidia";"windows";4.14;117163;681
"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.1;4;"SDD";128;0;"Intel";"windows";2.1;26533;682
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Nvidia";"windows";2.4;63883;683
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";256;1024;"Nvidia";"windows";1.8;111594;684
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"linux";2.18;24775;685
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"windows";2.1;39694;686
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"Flash Storage";256;0;"Intel";"windows";1.13;99900;687
"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";2.0;67026;688
"MSI";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"SDD";256;2048;"Nvidia";"windows";1.8;122491;689
"Toshiba";"Notebook";14.0;1366;768;0;"Intel";"Pentium Dual";2.1;4;"SDD";128;0;"Intel";"windows";1.75;26587;690
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";2.4;21887;691
"Asus";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.1;72354;692
"Dell";"Notebook";14.0;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";1.76;31169;693
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";128;1024;"Nvidia";"windows";2.0;64309;694
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"SDD";128;0;"Intel";"linux";2.1;21951;695
"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.5;8;"SDD";256;0;"Intel";"windows";2.2;74539;696
"Acer";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"other";1.35;18914;697
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;8;"SDD";256;0;"Intel";"windows";2.0;35431;698
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Intel";"windows";2.4;30050;699
"Toshiba";"Notebook";14.0;1920;1080;1;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.25;81785;700
"Acer";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";2.4;8;"SDD";128;0;"Intel";"windows";1.5;32980;701
"Microsoft";"Ultrabook";13.5;2256;1504;1;"Intel";"Core i7";2.8;8;"SDD";256;0;"Intel";"windows";1.25;99519;702
"Razer";"Gaming";17.3;3840;2160;1;"Intel";"Core i7";2.9;32;"SDD";512;0;"Nvidia";"windows";3.49;292987;703
"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.7;53227;704
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";128;1024;"AMD";"windows";1.9;43580;705
"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";2.6;16;"SDD";512;0;"Intel";"windows";1.1;111835;706
"Lenovo";"Workstation";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"SDD";1024;0;"Nvidia";"windows";2.5;175771;707
"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.3;55092;708
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Nvidia";"linux";2.1;27652;709
"Acer";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";"other";1.68;17582;710
"Lenovo";"Notebook";35.6;1366;768;0;"AMD";"E-Series E2-9000";2.2;4;"SDD";128;0;"AMD";"windows";2.2;18595;711
"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";2.8;8;"SDD";256;0;"Intel";"windows";2.0;69211;712
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.3;8;"SDD";256;0;"Intel";"windows";1.7;63190;713
"Samsung";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.7;16;"SDD";256;0;"Intel";"windows";0.81;87859;714
"HP";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";"Core i3";2.4;4;"SDD";128;0;"Nvidia";"windows";1.63;37243;715
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.6;8;"SDD";256;0;"Intel";"windows";1.32;87912;716
"Dell";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.6;60031;717
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";256;1024;"Nvidia";"windows";3.21;147832;718
"HP";"Workstation";17.3;1920;1080;0;"Intel";"Xeon E3-1535M";2.9;16;"SDD";256;0;"Nvidia";"windows";3.0;233846;719
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";256;1024;"Nvidia";"windows";2.9;128884;720
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";256;1024;"Nvidia";"windows";2.4;68944;721
"Lenovo";"Netbook";11.6;1366;768;1;"Intel";"Celeron Dual";1.6;4;"SDD";128;0;"Intel";"windows";1.4;25308;722
"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";"windows";2.0;35644;723
"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Quad";1.6;4;"Flash Storage";16;0;"Intel";"other";1.5;17316;724
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.4;8;"SDD";256;0;"Intel";"windows";1.84;101232;725
"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.1;60473;726
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";128;0;"Intel";"windows";2.3;31435;727
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";1024;0;"Nvidia";"N/A";2.45;30849;728
"Acer";"Notebook";14.0;1366;768;0;"Intel";"Pentium Quad";1.6;4;"Flash Storage";128;0;"Intel";"windows";1.6;18595;729
"HP";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Dual";1.1;8;"Flash Storage";64;0;"Intel";"other";1.4;26374;730
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.6;16;"SDD";512;1024;"Nvidia";"windows";2.73;95851;731
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.7;4;"SDD";256;0;"Intel";"windows";2.37;45283;732
"LG";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SDD";512;0;"Intel";"windows";1.09;122491;733
"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;32;"SDD";512;1024;"Nvidia";"windows";4.42;163724;734
"HP";"Notebook";17.3;1600;900;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"windows";2.63;48485;735
"Acer";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;16;"SDD";256;0;"Nvidia";"windows";2.5;69211;736
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"SDD";128;0;"Intel";"windows";2.18;38041;737
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Nvidia";"windows";2.2;53168;738
"HP";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.5;8;"SDD";512;0;"Intel";"windows";1.54;99634;739
"Lenovo";"Notebook";15.6;3840;2160;0;"Intel";"Xeon E3-1535M";3.1;32;"SDD";1024;0;"Nvidia";"windows";2.5;261019;740
"Lenovo";"2 in 1 Convertible";13.3;3200;1800;1;"Intel";"Core i5";1.8;8;"SDD";256;0;"Intel";"windows";1.3;63883;741
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;4;"SDD";256;0;"AMD";"windows";2.18;39374;742
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"SDD";128;0;"Intel";"windows";1.86;22324;743
"HP";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"other";1.4;32767;744
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.6;16;"HDD";1024;0;"Nvidia";"windows";2.59;46834;745
"Asus";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";2.3;8;"SDD";512;0;"Nvidia";"windows";1.45;54665;746
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;16;"SDD";128;1024;"Nvidia";"windows";3.21;109277;747
"HP";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.28;121319;748
"HP";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.5;8;"SDD";512;0;"Intel";"windows";1.54;78215;749
"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i3";2.0;4;"SDD";256;0;"AMD";"windows";2.5;37243;750
"HP";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"SDD";128;0;"Intel";"N/A";1.86;15931;751
"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;8;"SDD";512;0;"Intel";"windows";1.19;79867;752
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"linux";2.18;23651;753
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";128;1024;"Nvidia";"windows";2.2;58555;754
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";128;1024;"Nvidia";"windows";2.1;101179;755
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.9;16;"SDD";256;1024;"Nvidia";"windows";3.49;149917;756
"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.6;8;"SDD";256;0;"Nvidia";"windows";2.59;83170;757
"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"linux";2.83;46087;758
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"linux";2.25;19128;759
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"AMD";"windows";1.86;32640;760
"Dell";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"SDD";256;1024;"Nvidia";"windows";4.42;152860;761
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"SDD";256;0;"Intel";"windows";2.1;31915;762
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";256;0;"Nvidia";"windows";1.96;101392;763
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"windows";2.2;29073;764
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"Nvidia";"windows";2.3;41931;765
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";128;0;"Intel";"windows";1.9;50350;766
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";128;1024;"Nvidia";"windows";2.5;55837;767
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";"windows";2.0;23923;768
"HP";"Notebook";17.3;1920;1080;0;"AMD";"A10-Series 9600P";2.4;6;"HDD";2048;0;"AMD";"windows";2.65;30316;769
"HP";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.8;8;"SDD";256;0;"Intel";"windows";1.28;136344;770
"Dell";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";256;0;"Intel";"windows";1.18;99048;771
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"windows";2.1;16943;772
"Dell";"Notebook";13.3;1920;1080;1;"Intel";"Core i5";2.3;8;"HDD";1024;0;"Intel";"windows";1.62;34579;773
"Google";"Ultrabook";12.3;2400;1600;1;"Intel";"Core i5";1.2;8;"SDD";256;0;"Intel";"other";1.1;83064;774
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"windows";2.18;32714;775
"Acer";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"other";1.45;19980;776
"Asus";"Ultrabook";13.3;3200;1800;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.2;60153;777
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;4;"SDD";256;0;"Intel";"windows";1.7;37243;778
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"N/A";2.2;24988;779
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.6;8;"HDD";500;0;"Intel";"windows";1.9;49817;780
"Dell";"Notebook";13.3;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";1.65;45235;781
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"windows";2.3;45323;782
"Dell";"2 in 1 Convertible";13.3;3200;1800;1;"Intel";"Core i7";1.3;8;"SDD";512;0;"Intel";"windows";1.24;107258;783
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.6;8;"SDD";256;0;"AMD";"windows";1.84;71875;784
"HP";"Workstation";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";500;0;"Nvidia";"windows";3.14;101658;785
"Acer";"Notebook";13.3;1366;768;0;"Intel";"Core i5";2.3;4;"SDD";128;0;"Intel";"windows";1.6;34898;786
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;32;"SDD";256;256;"Nvidia";"windows";3.58;68145;787
"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";"Core i7";2.7;8;"SDD";256;0;"Intel";"windows";1.42;137995;788
"Asus";"Notebook";17.3;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Nvidia";"windows";2.8;25060;789
"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;4;"SDD";128;0;"Intel";"windows";1.05;68465;790
"Dell";"Gaming";15.6;3840;2160;1;"Intel";"Core i7";2.6;16;"SDD";128;1024;"Nvidia";"windows";2.72;58555;791
"Samsung";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i7";2.7;8;"SDD";256;0;"Intel";"windows";1.31;85195;792
"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.5;51841;793
"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.3;16;"SDD";256;0;"Intel";"windows";1.22;87859;794
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"N/A";2.5;54186;795
